Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Female,Loyal Customer,61,Personal Travel,Eco Plus,606,3,5,3,1,4,5,4,1,1,3,1,3,1,5,54,67.0
Female,disloyal Customer,14,Business travel,Eco,1521,3,3,3,4,2,3,2,2,1,2,4,3,4,2,35,40.0
Male,Loyal Customer,46,Business travel,Business,1204,2,3,2,2,2,4,5,5,5,5,5,3,5,3,0,0.0
Female,Loyal Customer,45,Business travel,Business,507,3,4,4,4,2,4,4,3,3,3,3,1,3,4,38,25.0
Male,Loyal Customer,33,Business travel,Business,853,1,4,4,4,1,1,1,1,3,1,4,3,4,1,0,0.0
Female,Loyal Customer,60,Business travel,Eco,316,1,2,2,2,5,4,4,1,1,1,1,4,1,1,0,0.0
Male,Loyal Customer,13,Personal Travel,Eco,541,5,5,5,2,3,5,3,3,5,4,5,5,5,3,0,0.0
Female,Loyal Customer,34,Personal Travel,Eco,106,4,2,4,4,5,4,5,5,1,1,4,2,4,5,3,1.0
Male,Loyal Customer,54,Personal Travel,Eco,1091,2,2,2,4,1,2,1,1,4,4,3,4,3,1,0,0.0
Female,Loyal Customer,48,Personal Travel,Business,1404,2,4,2,2,1,2,4,1,1,2,1,1,1,5,0,0.0
Female,Loyal Customer,30,Personal Travel,Eco Plus,1092,4,1,4,2,2,4,2,2,3,2,3,4,3,2,0,0.0
Male,Loyal Customer,52,Personal Travel,Eco,1411,3,3,2,5,3,2,3,3,1,3,4,4,3,3,0,0.0
Female,Loyal Customer,46,Business travel,Business,3540,3,3,5,3,2,4,5,4,4,4,4,3,4,3,0,0.0
Male,Loyal Customer,59,Business travel,Business,501,4,4,4,4,3,5,5,2,2,2,2,3,2,4,18,33.0
Male,Loyal Customer,13,Business travel,Business,2329,5,5,5,5,4,4,4,4,3,2,5,3,5,4,1,0.0
Female,Loyal Customer,35,Business travel,Business,1448,4,4,4,4,1,2,1,2,2,2,2,5,2,1,6,22.0
Female,Loyal Customer,52,Personal Travel,Eco,1121,3,5,3,3,5,4,5,1,1,3,1,4,1,3,14,14.0
Female,Loyal Customer,46,Business travel,Business,3407,0,0,0,1,2,5,5,5,5,5,5,5,5,4,10,4.0
Male,disloyal Customer,55,Business travel,Business,1139,5,5,5,4,5,5,5,5,3,3,5,5,4,5,17,0.0
Male,Loyal Customer,33,Business travel,Business,337,1,1,1,1,4,4,4,4,4,4,5,5,5,4,0,0.0
Male,disloyal Customer,35,Business travel,Eco,241,2,0,2,4,1,2,1,1,2,3,3,2,2,1,30,44.0
Female,Loyal Customer,60,Business travel,Business,1823,2,1,4,4,1,3,2,2,2,2,2,3,2,2,32,46.0
Female,Loyal Customer,55,Business travel,Business,2354,2,2,2,2,5,4,5,2,2,2,2,5,2,4,0,0.0
Female,disloyal Customer,23,Business travel,Eco,725,3,3,3,4,1,3,1,1,3,4,4,1,4,1,11,18.0
Female,Loyal Customer,70,Personal Travel,Eco,775,2,4,2,4,2,3,5,3,3,2,2,5,3,5,0,14.0
Female,Loyal Customer,41,Personal Travel,Eco,73,1,1,1,1,4,1,4,4,2,4,1,1,2,4,0,18.0
Male,Loyal Customer,48,Personal Travel,Eco,312,4,4,4,5,4,4,1,4,5,3,4,4,5,4,0,0.0
Male,Loyal Customer,55,Business travel,Business,460,3,3,3,3,3,5,5,5,5,5,5,5,5,3,21,21.0
Male,Loyal Customer,63,Personal Travel,Business,598,2,2,3,5,4,4,4,1,1,3,1,4,1,4,0,0.0
Female,Loyal Customer,62,Business travel,Eco,728,3,2,2,2,2,2,3,3,3,3,3,3,3,1,0,12.0
Female,Loyal Customer,59,Business travel,Business,3301,1,2,3,2,4,3,3,1,1,1,1,3,1,4,0,0.0
Female,Loyal Customer,10,Personal Travel,Eco,1617,4,5,4,3,4,4,4,4,3,4,4,4,5,4,12,14.0
Female,Loyal Customer,46,Business travel,Business,954,4,4,3,4,4,3,4,5,5,5,5,3,5,2,0,0.0
Male,Loyal Customer,51,Business travel,Business,802,3,2,2,2,2,3,4,3,3,3,3,1,3,3,4,0.0
Male,disloyal Customer,22,Business travel,Business,272,5,3,5,5,4,5,4,4,3,2,4,4,3,4,0,2.0
Female,Loyal Customer,49,Personal Travel,Eco,1739,2,4,1,5,5,5,5,2,2,1,2,5,2,5,4,0.0
Female,Loyal Customer,38,Business travel,Business,3753,2,2,2,2,1,1,5,4,4,4,4,4,4,1,0,0.0
Male,Loyal Customer,57,Personal Travel,Eco,1075,1,5,1,1,1,1,1,1,5,2,4,5,4,1,0,0.0
Male,Loyal Customer,13,Personal Travel,Eco Plus,871,3,3,2,4,1,2,1,1,4,5,3,4,3,1,0,0.0
Female,Loyal Customer,14,Personal Travel,Eco,109,3,2,3,2,2,3,2,2,3,1,2,4,2,2,0,0.0
Male,Loyal Customer,68,Personal Travel,Eco,1379,5,4,5,5,2,5,2,2,5,3,4,5,4,2,1,0.0
Female,Loyal Customer,37,Business travel,Eco,545,2,3,1,3,2,2,2,2,3,4,2,4,3,2,67,64.0
Female,Loyal Customer,50,Business travel,Business,3711,3,3,3,3,5,5,5,3,2,5,5,5,3,5,3,0.0
Female,Loyal Customer,38,Business travel,Business,3607,1,1,1,1,3,2,4,4,4,4,4,2,4,3,0,0.0
Female,Loyal Customer,51,Business travel,Business,3541,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0.0
Male,Loyal Customer,35,Business travel,Business,3036,2,2,3,2,3,2,3,4,4,4,5,4,4,5,10,2.0
Female,Loyal Customer,12,Personal Travel,Business,670,1,4,1,3,5,1,5,5,3,5,5,4,5,5,64,63.0
Female,Loyal Customer,42,Business travel,Business,2693,4,4,4,4,3,4,4,3,3,3,3,4,3,5,23,15.0
Female,Loyal Customer,49,Personal Travel,Business,1416,2,4,2,3,1,2,4,1,1,2,1,2,1,3,9,0.0
Female,Loyal Customer,42,Business travel,Eco,289,3,2,4,2,4,3,3,3,3,3,3,3,3,1,0,0.0
Female,Loyal Customer,50,Business travel,Eco,1874,2,4,4,4,1,2,3,2,2,2,2,1,2,4,4,0.0
Female,disloyal Customer,36,Business travel,Eco,325,3,3,3,4,4,3,4,4,2,2,4,3,4,4,44,33.0
Male,Loyal Customer,13,Personal Travel,Eco,604,2,4,2,2,1,2,1,1,3,2,4,5,5,1,0,0.0
Male,Loyal Customer,54,Personal Travel,Eco,192,3,2,3,4,2,3,2,2,3,5,3,3,4,2,0,0.0
Male,Loyal Customer,33,Personal Travel,Eco,651,3,4,3,4,4,3,4,4,4,2,4,5,4,4,0,4.0
Female,Loyal Customer,35,Personal Travel,Eco,302,1,4,5,3,4,5,4,4,3,5,5,4,5,4,0,0.0
Male,Loyal Customer,46,Business travel,Business,1850,1,3,3,3,3,3,2,1,1,1,1,2,1,1,0,7.0
Male,Loyal Customer,13,Personal Travel,Eco,448,3,4,3,1,5,3,5,5,4,5,4,4,5,5,0,0.0
Male,Loyal Customer,48,Personal Travel,Eco,236,1,4,0,2,3,0,2,3,5,5,4,4,4,3,19,38.0
Male,Loyal Customer,34,Business travel,Business,406,1,1,1,1,2,2,2,4,4,4,4,2,4,5,0,0.0
Male,Loyal Customer,50,Business travel,Eco,991,3,4,4,4,3,3,3,3,3,1,3,4,3,3,116,114.0
Female,disloyal Customer,23,Business travel,Eco,2039,5,5,5,3,4,5,4,4,5,2,3,4,5,4,68,58.0
Female,Loyal Customer,52,Business travel,Business,723,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0.0
Female,Loyal Customer,38,Business travel,Business,3121,3,2,2,2,3,4,4,3,3,3,3,3,3,2,0,0.0
Female,Loyal Customer,29,Business travel,Business,1670,4,4,4,4,4,4,4,4,5,3,4,3,4,4,0,10.0
Female,Loyal Customer,66,Personal Travel,Eco,460,2,5,2,3,1,3,4,3,3,2,5,2,3,1,1,0.0
Female,Loyal Customer,30,Business travel,Business,407,1,1,1,1,5,5,5,5,3,5,5,3,5,5,13,23.0
Male,Loyal Customer,24,Business travel,Business,3835,1,1,1,1,4,4,4,4,3,4,5,5,4,4,38,45.0
Female,Loyal Customer,47,Business travel,Business,241,0,0,0,4,5,5,5,4,4,4,4,5,4,3,19,7.0
Female,Loyal Customer,28,Business travel,Eco,1005,4,3,3,3,4,4,4,4,1,4,3,2,2,4,24,26.0
Female,Loyal Customer,51,Business travel,Business,236,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0.0
Male,disloyal Customer,26,Business travel,Business,621,5,5,5,4,3,4,3,3,3,2,4,3,5,3,3,0.0
Female,Loyal Customer,60,Personal Travel,Eco,746,2,5,2,1,2,4,4,3,3,2,3,5,3,5,1,0.0
Male,Loyal Customer,48,Business travel,Eco Plus,1674,2,5,5,5,2,2,2,2,3,4,1,2,2,2,76,66.0
Female,disloyal Customer,36,Business travel,Eco,525,1,0,1,3,3,1,3,3,2,5,2,5,4,3,7,3.0
Male,Loyal Customer,18,Personal Travel,Eco,612,1,4,1,3,1,1,1,1,4,3,5,3,4,1,15,3.0
Female,Loyal Customer,7,Personal Travel,Eco Plus,1372,2,5,2,4,5,2,5,5,3,5,4,3,4,5,9,0.0
Female,disloyal Customer,28,Business travel,Business,2504,1,2,2,3,4,2,4,4,4,2,4,3,5,4,0,0.0
Male,Loyal Customer,30,Business travel,Business,2497,3,4,5,4,2,2,3,2,4,4,4,4,4,2,45,40.0
Female,Loyal Customer,46,Personal Travel,Eco,204,2,3,2,3,5,4,3,2,2,2,2,4,2,1,0,0.0
Female,Loyal Customer,40,Business travel,Business,1810,3,3,3,3,2,1,4,4,4,4,4,3,4,4,0,0.0
Male,Loyal Customer,64,Personal Travel,Eco,187,2,4,0,2,3,0,2,3,4,5,5,4,5,3,0,0.0
Male,Loyal Customer,53,Business travel,Eco,690,1,0,0,3,3,1,3,3,4,5,3,4,2,3,0,0.0
Female,Loyal Customer,45,Personal Travel,Eco,473,3,1,3,4,4,3,4,3,3,3,3,3,3,1,0,0.0
Female,Loyal Customer,39,Business travel,Business,1671,5,5,5,5,4,5,5,4,4,4,4,3,4,5,0,0.0
Male,Loyal Customer,53,Business travel,Eco,86,2,4,4,4,1,2,1,1,1,1,4,2,3,1,0,0.0
Female,Loyal Customer,16,Personal Travel,Eco Plus,2248,3,3,3,4,2,3,4,2,1,4,5,2,5,2,0,0.0
Female,Loyal Customer,46,Personal Travel,Eco,712,4,3,4,1,2,5,4,1,1,4,1,5,1,3,0,14.0
Female,Loyal Customer,33,Business travel,Business,3068,5,5,5,5,2,5,5,5,5,5,5,3,5,3,39,25.0
Male,Loyal Customer,41,Personal Travel,Eco,728,4,2,4,3,2,4,2,2,3,3,2,4,3,2,0,0.0
Female,Loyal Customer,40,Business travel,Business,2052,2,2,4,2,5,3,1,2,2,2,2,2,2,5,1,0.0
Female,Loyal Customer,53,Business travel,Business,1903,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0.0
Female,Loyal Customer,38,Personal Travel,Eco,436,2,5,2,4,5,2,4,5,4,5,5,5,5,5,0,0.0
Female,Loyal Customer,66,Business travel,Eco,575,2,1,1,1,3,3,4,2,2,2,2,3,2,4,2,3.0
Male,disloyal Customer,26,Business travel,Eco,119,5,0,5,3,2,5,2,2,5,2,5,5,4,2,0,0.0
Female,Loyal Customer,64,Business travel,Business,3513,1,3,3,3,1,4,3,3,3,3,1,2,3,3,10,4.0
Female,Loyal Customer,40,Business travel,Business,2374,2,2,2,2,4,4,5,5,5,5,5,3,5,3,0,0.0
Female,Loyal Customer,58,Business travel,Business,3155,2,2,2,2,4,5,5,5,5,5,5,4,5,4,0,0.0
Male,Loyal Customer,39,Business travel,Business,2072,3,3,3,3,2,4,5,5,5,5,5,3,5,4,0,5.0
Male,Loyal Customer,39,Personal Travel,Eco,972,4,4,4,3,4,4,4,4,5,3,4,5,5,4,0,0.0
Male,Loyal Customer,42,Personal Travel,Eco,577,3,2,3,4,5,3,5,5,3,4,3,3,3,5,1,0.0
Male,Loyal Customer,57,Business travel,Business,2951,0,0,0,2,3,5,2,5,5,5,5,1,5,1,16,20.0
Male,Loyal Customer,44,Personal Travel,Eco,158,4,2,4,4,1,4,1,1,2,3,3,3,4,1,0,0.0
Male,Loyal Customer,40,Personal Travel,Eco,417,2,4,2,3,3,2,3,3,4,5,3,1,3,3,31,38.0
Female,disloyal Customer,27,Business travel,Business,1471,4,4,4,3,4,4,4,4,5,2,4,3,4,4,24,6.0
Male,disloyal Customer,21,Business travel,Eco,675,3,3,3,3,1,3,1,1,4,1,3,4,3,1,3,0.0
Male,Loyal Customer,55,Business travel,Business,1744,2,2,4,2,5,4,4,4,4,4,4,4,4,5,0,11.0
Female,Loyal Customer,55,Business travel,Business,2263,3,3,3,3,5,4,5,5,5,5,5,4,5,4,21,15.0
Male,Loyal Customer,49,Business travel,Business,1750,2,2,2,2,5,3,4,3,3,3,2,3,3,3,0,2.0
Male,disloyal Customer,22,Business travel,Eco,507,3,0,3,3,5,3,5,5,3,1,3,2,3,5,13,7.0
Male,Loyal Customer,20,Personal Travel,Eco,1199,3,4,3,3,3,3,3,3,4,3,4,1,5,3,9,5.0
Male,disloyal Customer,27,Business travel,Eco,502,1,4,1,4,5,1,5,5,3,5,3,4,3,5,12,14.0
Male,Loyal Customer,42,Personal Travel,Eco,1990,3,1,2,3,1,2,5,1,4,2,4,2,4,1,96,74.0
Female,disloyal Customer,43,Business travel,Eco,237,3,4,3,4,3,4,1,3,5,4,4,1,3,1,134,122.0
Male,disloyal Customer,26,Business travel,Business,677,3,3,3,3,4,3,4,4,5,2,4,5,5,4,0,13.0
Male,Loyal Customer,48,Business travel,Business,199,5,5,5,5,2,4,5,5,5,5,4,4,5,3,0,0.0
Female,Loyal Customer,57,Business travel,Business,781,5,5,5,5,5,5,5,4,4,4,4,4,4,5,0,0.0
Male,disloyal Customer,28,Business travel,Business,1121,1,1,1,4,2,1,2,2,3,3,3,3,3,2,0,11.0
Male,disloyal Customer,25,Business travel,Eco,1422,3,3,3,2,4,3,4,4,2,1,3,1,2,4,0,40.0
Female,disloyal Customer,64,Business travel,Eco,1124,3,3,3,4,4,3,1,4,2,1,3,2,4,4,29,24.0
Female,Loyal Customer,59,Business travel,Business,2592,5,5,5,5,2,4,4,5,5,4,5,4,5,4,3,7.0
Male,Loyal Customer,34,Personal Travel,Eco,390,4,5,4,2,4,4,1,4,3,3,5,5,4,4,0,0.0
Male,Loyal Customer,37,Business travel,Business,300,5,5,5,5,4,1,3,5,5,4,5,4,5,3,6,0.0
Male,Loyal Customer,41,Business travel,Business,1752,3,3,3,3,4,4,4,4,4,4,4,3,4,4,23,19.0
Male,disloyal Customer,48,Business travel,Eco,912,1,1,1,1,2,1,2,2,4,5,3,2,3,2,0,2.0
Male,disloyal Customer,34,Business travel,Eco,862,2,2,2,3,3,2,3,3,3,3,5,4,2,3,0,0.0
Male,Loyal Customer,50,Business travel,Eco,689,2,4,4,4,2,2,2,2,3,1,3,1,4,2,1,0.0
Male,Loyal Customer,52,Personal Travel,Eco,853,2,5,2,3,5,2,5,5,5,2,5,3,4,5,86,85.0
Male,Loyal Customer,28,Personal Travel,Eco,1956,3,1,3,2,3,3,2,3,3,2,3,3,2,3,0,0.0
Male,Loyal Customer,31,Personal Travel,Eco,2425,2,5,2,4,2,2,2,2,4,2,4,4,4,2,21,0.0
Female,Loyal Customer,69,Personal Travel,Eco,862,1,3,1,3,1,2,3,4,4,1,4,1,4,3,0,0.0
Male,Loyal Customer,22,Business travel,Business,1363,4,4,4,4,3,3,3,3,4,3,4,3,4,3,0,0.0
Female,disloyal Customer,25,Business travel,Eco Plus,550,3,3,3,4,1,3,1,1,4,5,3,3,4,1,39,47.0
Female,Loyal Customer,56,Personal Travel,Eco,999,3,5,3,3,4,5,4,4,4,3,4,3,4,3,67,73.0
Male,Loyal Customer,42,Business travel,Eco,369,5,4,4,4,5,5,5,5,2,5,5,5,4,5,0,0.0
Female,Loyal Customer,39,Business travel,Business,2807,2,2,2,2,3,3,4,5,5,5,5,3,5,5,0,0.0
Female,Loyal Customer,15,Personal Travel,Eco,594,3,5,3,1,1,3,1,1,5,2,2,3,3,1,4,8.0
Male,Loyal Customer,40,Business travel,Business,2270,3,1,3,3,4,4,5,5,5,5,5,3,5,4,0,0.0
Male,disloyal Customer,59,Business travel,Eco,404,2,2,2,3,2,2,2,2,3,2,4,2,4,2,0,0.0
Female,disloyal Customer,70,Personal Travel,Eco,1464,4,5,4,2,5,4,2,5,3,3,3,3,4,5,15,11.0
Female,Loyal Customer,46,Business travel,Business,1620,4,4,4,4,2,3,4,5,5,5,5,4,5,3,0,0.0
Female,Loyal Customer,57,Business travel,Business,813,4,4,4,4,5,5,5,4,4,4,4,4,4,5,8,0.0
Female,Loyal Customer,52,Personal Travel,Eco,1972,1,4,0,4,1,3,4,4,4,0,3,1,4,1,14,8.0
Male,Loyal Customer,58,Business travel,Business,1750,2,2,2,2,3,5,4,4,4,4,4,5,4,5,24,8.0
Male,disloyal Customer,26,Business travel,Business,1547,0,0,0,2,4,0,4,4,3,5,4,3,4,4,0,0.0
Male,disloyal Customer,32,Business travel,Eco,321,3,5,4,2,1,4,1,1,2,5,1,1,4,1,9,17.0
Male,Loyal Customer,62,Personal Travel,Eco,143,4,5,0,4,2,0,2,2,4,2,2,3,4,2,0,0.0
Male,Loyal Customer,46,Personal Travel,Eco,302,2,5,2,3,3,2,3,3,5,3,4,4,5,3,64,69.0
Male,Loyal Customer,48,Personal Travel,Eco,641,1,4,1,3,4,1,4,4,5,4,4,4,4,4,1,0.0
Female,Loyal Customer,12,Personal Travel,Eco,762,3,5,3,3,2,3,2,2,4,4,5,3,4,2,0,17.0
Female,Loyal Customer,63,Business travel,Business,199,4,4,4,4,5,4,4,3,3,3,4,3,3,4,0,0.0
Male,disloyal Customer,29,Business travel,Business,1608,3,3,3,1,5,3,5,5,3,3,4,4,5,5,0,0.0
Male,Loyal Customer,52,Business travel,Business,134,0,5,0,1,4,4,5,5,5,5,5,5,5,3,0,0.0
Female,Loyal Customer,46,Personal Travel,Eco,1460,3,5,3,5,2,4,4,4,4,3,4,3,4,5,21,19.0
Female,Loyal Customer,28,Business travel,Business,3724,5,5,5,5,4,4,4,4,3,3,5,4,4,4,10,3.0
Female,disloyal Customer,25,Business travel,Business,1671,5,0,5,3,4,5,4,4,4,2,4,3,5,4,0,35.0
Male,Loyal Customer,31,Business travel,Eco Plus,639,2,5,5,5,2,2,2,2,4,4,4,3,3,2,2,0.0
Female,Loyal Customer,46,Business travel,Business,1857,1,1,1,1,2,5,4,4,4,4,4,3,4,5,2,0.0
Male,Loyal Customer,10,Business travel,Business,495,3,3,3,3,5,4,5,5,3,5,5,5,4,5,16,0.0
Female,Loyal Customer,36,Personal Travel,Eco,134,3,2,0,4,1,0,1,1,4,3,4,4,3,1,0,0.0
Male,Loyal Customer,67,Personal Travel,Eco,422,3,3,3,3,5,3,5,5,4,2,3,3,4,5,0,0.0
Female,Loyal Customer,53,Business travel,Business,3492,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,7.0
Male,Loyal Customer,28,Business travel,Business,406,3,2,2,2,3,3,3,3,2,4,3,4,3,3,0,2.0
Female,Loyal Customer,79,Business travel,Eco,162,5,4,4,4,1,3,4,5,5,5,5,4,5,1,0,0.0
Female,Loyal Customer,48,Personal Travel,Eco,785,2,5,2,1,2,5,4,2,2,2,1,4,2,5,0,8.0
Female,Loyal Customer,60,Business travel,Business,3507,5,5,5,5,2,5,4,3,3,3,3,3,3,5,2,0.0
Female,Loyal Customer,48,Personal Travel,Eco,1235,3,5,3,1,4,5,5,2,2,3,3,4,2,3,5,0.0
Male,Loyal Customer,51,Personal Travel,Eco,805,1,5,1,1,3,1,3,3,4,3,3,1,4,3,0,0.0
Female,Loyal Customer,33,Personal Travel,Eco,262,4,5,4,2,2,4,2,2,1,3,2,2,3,2,0,0.0
Female,Loyal Customer,59,Business travel,Business,1235,3,3,1,3,5,5,5,4,4,4,4,3,4,5,17,13.0
Female,Loyal Customer,68,Personal Travel,Eco,642,3,4,3,1,2,4,5,2,2,3,2,3,2,4,21,13.0
Female,Loyal Customer,25,Personal Travel,Eco,888,2,5,2,1,1,2,1,1,5,5,5,3,4,1,25,3.0
Male,Loyal Customer,39,Business travel,Business,2045,2,2,2,2,3,4,2,4,4,4,4,1,4,3,0,19.0
Male,Loyal Customer,27,Personal Travel,Eco,2342,5,5,5,3,5,2,2,3,1,2,3,2,1,2,0,0.0
Female,disloyal Customer,22,Business travel,Eco,912,3,3,3,4,3,3,3,3,1,2,4,2,4,3,0,0.0
Female,Loyal Customer,22,Personal Travel,Eco,853,2,5,2,4,4,2,4,4,3,5,4,3,4,4,1,7.0
Female,Loyal Customer,38,Business travel,Business,248,3,4,4,4,1,4,3,3,3,3,3,4,3,1,27,23.0
Female,disloyal Customer,22,Business travel,Business,964,2,2,2,3,2,2,5,2,1,5,3,3,3,2,17,3.0
Female,Loyal Customer,7,Personal Travel,Eco,2295,4,5,4,1,5,4,5,5,1,1,4,3,2,5,5,11.0
Female,Loyal Customer,53,Business travel,Business,1189,3,3,5,3,3,4,5,5,5,5,5,3,5,4,0,7.0
Female,disloyal Customer,18,Business travel,Eco,606,1,4,1,4,1,4,4,4,1,3,4,4,3,4,127,165.0
Female,disloyal Customer,47,Business travel,Eco,73,1,1,1,3,1,1,1,1,1,2,3,3,2,1,0,0.0
Male,disloyal Customer,25,Business travel,Business,679,4,5,4,3,5,4,5,5,3,5,5,3,5,5,0,0.0
Male,Loyal Customer,57,Business travel,Business,237,2,4,4,4,2,4,4,2,2,2,2,3,2,2,58,58.0
Male,Loyal Customer,41,Business travel,Business,728,2,2,2,2,5,5,5,5,5,4,5,3,5,3,6,6.0
Female,Loyal Customer,31,Personal Travel,Eco,562,4,5,4,2,2,4,2,2,4,2,5,5,5,2,39,28.0
Male,Loyal Customer,72,Business travel,Eco,421,4,5,5,5,4,4,4,4,5,5,3,4,5,4,12,2.0
Female,Loyal Customer,26,Personal Travel,Eco,1464,3,4,3,3,3,5,5,4,3,4,4,5,3,5,298,273.0
Female,disloyal Customer,24,Business travel,Eco,781,3,3,3,4,2,3,2,2,5,2,3,2,2,2,0,0.0
Male,Loyal Customer,25,Personal Travel,Eco,762,3,1,3,2,1,3,1,1,2,2,2,3,2,1,0,0.0
Female,Loyal Customer,15,Personal Travel,Eco,429,2,3,2,3,4,2,5,4,1,2,3,3,3,4,34,27.0
Female,disloyal Customer,22,Business travel,Eco,458,0,0,0,5,3,0,3,3,5,5,2,2,2,3,35,63.0
Female,disloyal Customer,28,Business travel,Business,1726,5,5,5,4,5,5,5,5,4,5,4,5,5,5,0,0.0
Female,Loyal Customer,65,Personal Travel,Eco,552,1,0,1,4,2,5,4,5,5,1,5,3,5,3,14,18.0
Female,Loyal Customer,46,Business travel,Eco,163,5,2,2,2,2,3,3,5,5,5,5,5,5,1,0,0.0
Male,Loyal Customer,53,Business travel,Eco,563,2,4,4,4,2,2,2,2,5,4,4,5,4,2,0,0.0
Male,Loyal Customer,63,Personal Travel,Eco,427,4,1,4,3,1,4,1,1,4,5,3,2,4,1,0,0.0
Female,Loyal Customer,41,Business travel,Eco,278,5,1,1,1,5,5,5,5,2,2,4,5,2,5,0,0.0
Female,Loyal Customer,32,Personal Travel,Eco,101,4,5,4,2,4,4,3,4,5,4,4,1,1,4,0,0.0
Female,Loyal Customer,16,Personal Travel,Eco Plus,1506,2,5,2,4,3,2,3,3,2,2,5,2,2,3,0,0.0
Male,Loyal Customer,49,Business travel,Business,2851,2,2,2,2,2,5,5,4,4,4,4,4,4,4,0,0.0
Female,Loyal Customer,38,Business travel,Business,3270,3,3,3,3,5,4,5,3,3,4,3,4,3,5,0,0.0
Male,Loyal Customer,17,Personal Travel,Eco,689,3,5,3,2,4,3,4,4,5,4,5,5,4,4,17,13.0
Female,Loyal Customer,48,Business travel,Business,606,5,5,5,5,4,5,5,4,4,4,4,4,4,3,5,5.0
Female,Loyal Customer,24,Business travel,Eco,1034,3,2,2,2,3,3,4,3,3,4,4,4,4,3,37,34.0
Female,Loyal Customer,29,Personal Travel,Eco,515,5,5,5,3,5,5,4,5,4,3,4,5,4,5,0,0.0
Female,Loyal Customer,50,Personal Travel,Eco,240,4,4,4,3,5,4,4,5,5,4,5,4,5,3,0,0.0
Male,Loyal Customer,35,Business travel,Eco,463,4,4,4,4,4,4,4,4,3,1,4,2,5,4,0,0.0
Male,Loyal Customer,68,Business travel,Business,404,2,5,3,5,1,4,3,2,2,2,2,1,2,4,18,10.0
Female,Loyal Customer,52,Business travel,Business,2130,4,4,4,4,2,4,4,5,5,5,5,3,5,4,0,0.0
Male,Loyal Customer,23,Personal Travel,Eco,833,1,5,1,1,1,1,1,1,3,3,4,3,4,1,0,0.0
Female,Loyal Customer,32,Business travel,Business,2133,4,4,4,4,4,4,4,4,5,2,5,3,4,4,0,0.0
Male,Loyal Customer,41,Personal Travel,Eco,159,1,5,1,3,5,1,5,5,3,3,4,3,4,5,0,0.0
Female,Loyal Customer,35,Business travel,Eco,528,5,5,5,5,5,5,5,5,1,1,2,4,2,5,26,16.0
Female,Loyal Customer,30,Business travel,Business,3022,1,4,4,4,1,1,1,1,4,5,4,3,3,1,0,0.0
Female,disloyal Customer,39,Business travel,Business,1216,2,2,2,4,4,2,5,4,3,3,1,1,3,4,38,37.0
Male,Loyal Customer,46,Business travel,Business,3930,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0,0.0
Male,disloyal Customer,52,Business travel,Business,493,3,3,3,2,3,3,3,3,4,2,4,3,4,3,0,0.0
Female,Loyal Customer,37,Personal Travel,Eco,1084,1,2,2,3,3,2,3,3,1,2,4,3,4,3,52,40.0
Male,Loyal Customer,43,Business travel,Business,1673,2,2,2,2,2,2,4,5,5,5,3,1,5,5,7,2.0
Male,disloyal Customer,38,Business travel,Business,628,4,3,3,1,2,3,2,2,3,2,5,3,4,2,51,36.0
Female,disloyal Customer,23,Business travel,Business,1482,5,0,5,3,4,5,3,4,4,1,4,5,5,4,0,0.0
Female,Loyal Customer,57,Business travel,Business,594,2,2,3,2,4,5,5,4,4,4,4,5,4,5,3,10.0
Female,disloyal Customer,24,Business travel,Business,481,5,0,5,5,3,5,3,3,4,4,5,3,5,3,0,0.0
Female,Loyal Customer,56,Personal Travel,Eco,212,4,1,0,2,1,2,2,3,3,0,3,4,3,2,13,6.0
Female,Loyal Customer,44,Business travel,Business,859,2,4,4,4,1,2,3,2,2,2,2,1,2,1,15,23.0
Female,Loyal Customer,48,Business travel,Business,678,1,1,1,1,2,5,4,4,4,4,4,4,4,5,0,0.0
Male,Loyal Customer,60,Business travel,Business,226,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0,4.0
Male,disloyal Customer,45,Business travel,Eco,378,3,5,3,4,4,3,4,4,5,5,5,1,5,4,1,0.0
Male,Loyal Customer,49,Business travel,Business,473,2,2,2,2,3,3,2,5,5,5,5,3,5,3,49,45.0
Male,Loyal Customer,20,Business travel,Business,237,3,3,3,3,5,5,5,5,4,5,5,4,4,5,15,10.0
Male,Loyal Customer,14,Personal Travel,Eco Plus,212,2,4,2,1,5,2,3,5,5,3,4,5,4,5,12,9.0
Female,Loyal Customer,46,Personal Travel,Eco,2475,1,3,0,4,0,1,1,2,4,2,3,1,1,1,4,0.0
Male,Loyal Customer,58,Business travel,Business,2450,3,1,3,3,2,5,4,4,4,4,4,4,4,5,9,36.0
Male,Loyal Customer,30,Business travel,Eco,399,0,0,0,5,3,0,3,3,2,4,1,5,1,3,0,0.0
